#  试验概况 
台网,蒙特卡洛次数,成功,失败,3D误差>1km比例(%),严阈值成功(strict),补全兜底(completed)
原7台,300,300,0,10.416666666666668,298,2
20台加密,300,300,0,0.0,-,-

#  误差统计_原7台 
指标,均值,中位,95%分位,最大
水平误差(m),134.79352615675208,107.52559523089252,331.2581545020976,635.3971694484678
高程误差(m),454.529713357363,354.25778004913354,1195.9869002282342,1964.4787065959445
3D误差(m),485.79730984080527,373.91489368439727,1224.348663414286,2018.1502857756727
时刻误差(ms),522.5267874342942,394.48954044186735,1443.423772684013,2688.044913024944

#  误差统计_20台加密 
指标,均值,中位,95%分位,最大
水平误差(m),60.19922986240387,54.75846610490845,129.00245897921695,216.01013039420306
高程误差(m),168.94659947633426,136.82768588949875,449.219340075152,796.8893483787415
3D误差(m),186.61461355593863,148.62920873029697,456.9458670636376,809.8606527460125
时刻误差(ms),208.4688625131278,163.3703105371991,555.7984503704193,867.7159664876743

#  误差明细_原7台 
试验序号,残骸,水平误差(m),高程误差(m),3D误差(m),时刻误差(ms)
142,#2,164.9060169519871,49.02954963206503,172.0403765518205,304.9063791217286
142,#3,57.258993707022356,814.2605555522696,816.2713058099198,922.3752049016127
142,#4,35.97280993483133,171.84250745469217,175.56733871345043,360.5172644054395
143,#1,184.07113745739863,630.8116919708264,657.1191477745548,612.5622289269952
143,#2,439.96749036772803,1254.0690767774595,1329.007389712317,1647.2740372205496
143,#3,39.79038864019745,137.01325030107728,142.67412444519718,59.10635894602301
143,#4,97.39688976089319,392.03570948061133,403.95315525820797,411.46790993274783
144,#1,47.305324311236625,246.48553417544645,250.98388845889383,230.88373945786955
144,#2,265.31980281407925,784.7719076219091,828.4090443481603,1059.8189129994378
144,#3,41.07087678329131,69.38402817938368,80.6285327049042,224.22030205628118
144,#4,202.60733311927245,329.16752047681985,386.52423982275866,596.3922988265402
145,#1,101.2243692293583,17.87160575872622,102.78991788243046,266.3587171126398
145,#2,102.57328088206316,416.87732018578754,429.31105044733505,227.69428684196492
145,#3,45.66959008831275,440.52075788564434,442.8817557621639,88.16792667744977
145,#4,168.42076553949045,26.765648929051167,170.5343197937038,296.52249316767154
146,#1,57.52026569553299,149.30914298704556,160.00562847978418,64.87342243913119
146,#2,227.97000870746538,685.5481027531459,722.4586673703346,914.7096396368148
146,#3,31.63218140502262,382.7008761811212,384.00593163418466,151.43788841368178
146,#4,217.08997252051464,286.9881879281256,359.8475735352775,682.5899842173922
147,#1,183.81149300111687,738.3319369190067,760.8683946871967,897.2966110271657
147,#2,98.74917250842871,56.94878634638735,113.99369867420693,58.38622521942227
147,#3,127.98283222257582,507.64390515000923,523.528356232653,650.5946368586564
147,#4,94.9326583348051,209.33236972696432,229.85267158338476,90.13266691382071
148,#1,69.90425937040733,365.2337316041212,371.86326005616155,199.01711035545054
148,#2,222.11300895160954,606.0524674132485,645.4717515145217,816.5707618152478
148,#3,82.60071342636488,704.8333621221409,709.6569214901983,426.8108405002895
148,#4,95.4483271410412,2.634527148160487,95.48467880931273,287.1672287206817
149,#1,228.36358945054852,185.33969284442173,294.1100656733857,564.7128019168779
149,#2,358.3581828374079,1214.145918657683,1265.926893228688,1488.6612217315208
149,#3,110.62497851224282,101.5617716845627,150.17549513333202,116.46261354592014
149,#4,46.43384903310726,232.23737704324776,236.83391149064153,579.7506321907608
150,#1,92.2985653725986,30.871820084570572,97.32468569265431,29.252603068112393
150,#2,172.2996426141246,532.0365130947157,559.2405726616576,567.3289855896222
150,#3,92.72704843138682,207.66641396708656,227.42832937157615,320.70742782919126
150,#4,16.249657135550706,39.039735129696055,42.28654958754353,146.5890875948297
151,#1,36.19453404432665,334.121976057344,336.0766864558598,322.88996731107034
151,#2,31.058652190427292,10.570832946852533,32.80826702336161,117.04674611258348
151,#3,106.60754535274356,394.96312355910413,409.09783389514723,390.4115016335936
151,#4,86.29752564249821,327.45458923892147,338.63515905122495,367.81538021920034
152,#1,142.54605175902674,131.0826282637263,193.65441462722555,92.13506232604374
152,#2,237.5962329393027,648.797505553599,690.9342755425581,900.2196453920153
152,#3,68.84544977023033,489.22524145027273,494.0455776809898,252.1432426970964
152,#4,23.818360397297628,22.824152574907203,32.98872887484753,0.035438756201600086
153,#1,264.91842872282643,1351.8137034080974,1377.5275179098553,1584.7939322726638
153,#2,161.298825291272,235.57630859803248,285.50570609537687,542.2466994613479
153,#3,53.19121353480441,289.7476263469089,294.5895316724155,151.8989128664927
153,#4,44.877963627827455,173.7366021369562,179.43923356243923,267.2467798662268
154,#1,50.29710487941811,957.6332539807154,958.9532042226797,819.5591202140893
154,#2,130.04103128344582,343.9381756405928,367.7011537651757,560.0764539255074
154,#3,71.49512517006546,66.7717046283833,97.8264456170385,148.54190612775932
154,#4,195.26571061106225,21.740776863969586,196.47228588045698,312.0788710343412
155,#1,132.1501262167113,185.70955285788477,227.9291422389165,257.9754349567729
155,#2,49.89945388525965,182.96454451545833,189.6469879744898,298.14414059054604
155,#3,156.44010702706166,23.34028811296048,158.17166666579232,64.8375868251474
155,#4,95.94778092762556,215.505311313118,235.89937657632657,456.00684660756133
156,#1,86.25316093749572,809.0733110213077,813.657932044352,748.0378393974316
156,#2,154.80260065233148,621.5060583698905,640.4948288309618,391.15473713101426
156,#3,71.31073853765702,40.61228666515126,82.06448232310069,136.11859651912005
156,#4,87.38220197117693,184.52162310901622,204.16630137247768,124.86923270874684
157,#1,277.8006342026583,1434.068220392881,1460.7275081630398,1531.0707753158947
157,#2,393.05201365764447,1569.246589245804,1617.7220846919035,1925.2644931118912
157,#3,66.4601812853741,50.1401549580969,83.25257254707965,7.50073226471315
157,#4,118.1872327934004,110.9404652391695,162.09876255803064,141.32907347183198
158,#1,94.60773677060078,167.66634159856767,192.5165602276928,264.8989130858439
158,#2,391.3049767604045,1382.4878524236683,1436.799306422601,1501.198799006433
158,#3,19.369699022960678,536.119912315673,536.4697061546019,327.9056892894197
158,#4,66.98643102095869,362.1437984620552,368.286997741505,575.597966958739
159,#1,100.65853924402035,266.47980350232865,284.85720492446677,220.86164099674122
159,#2,290.69230574948193,925.024982076955,969.6253060272412,1153.1058118031049
159,#3,88.71894974545907,781.8618009337442,786.879233302859,716.352362484388
159,#4,70.12648511161417,271.1052605245113,280.0281882207086,299.2888259443891
160,#1,89.86483698328558,523.2021983523882,530.863663558549,376.4972352216276
160,#2,360.594499166223,1224.8749972957266,1276.850481391281,1603.9483551072565
160,#3,88.74596101855221,355.1287887132112,366.0495897689533,473.31825957759577
160,#4,33.164097488522394,195.0166937124559,197.8165013055434,409.3708528264077
161,#1,129.11979900838105,218.48907006511763,253.79006330801172,560.0310018513887
161,#2,118.35056979852617,155.25612333613753,195.2212109505567,230.76130433915054
161,#3,59.89724571902462,101.98828248068821,118.27632818144917,33.47916250315208
161,#4,13.59949851583863,447.4329437190063,447.63957095518015,575.9680689887006
162,#1,192.95236926518584,753.1756521637981,777.4986686917292,816.3806379661338
162,#2,183.01519969633753,257.66782200288617,316.0494736834746,391.96299649911384
162,#3,41.383649203342365,63.87132998112429,76.10619695493243,60.35142646621949
162,#4,97.44829595073415,164.17550009477782,190.91821603784237,270.5208501825638
163,#1,145.2796521949483,178.07965593918198,229.82284743102147,344.8133146827903
163,#2,114.17256237215265,646.8193127504182,656.818542175498,566.5779741809196
163,#3,145.92171126813003,247.49533063640774,287.3100842404323,335.17282029463934
163,#4,40.352625281410845,192.54956398997274,196.73248069353104,120.90577436073602
164,#1,166.9200239760446,54.08218627327369,175.4627518200384,387.50361737761455
164,#2,469.7025491094316,1685.9253877446026,1750.1328228685063,2091.1997018289926
164,#3,54.53933272520684,212.62182197259608,219.50530288140456,172.97995372088513
164,#4,27.48979599563931,244.80576363980254,246.34437439314246,430.66987335986795
165,#1,95.10087750405471,951.1680864619902,955.910511295804,910.8688464476096
165,#2,68.85770890127563,113.85234333447625,133.0554025881109,194.15446322344286
165,#3,80.03632565359187,66.23360889945434,103.88794141753742,134.39750672953642
165,#4,70.93231691033544,567.464155109541,571.8801980454066,714.1372433149425
166,#1,221.88501951218763,886.7814965024136,914.1194585080136,1019.9683303829729
166,#2,418.81746760635644,1526.503656354127,1582.9155012301574,2040.6903168755512
166,#3,55.83909134696412,203.7729154377248,211.2851277029331,147.52743473465557
166,#4,180.92468348182007,143.60664775178884,230.99049844420688,437.16615788730985
167,#1,143.64544957693138,447.00048516550123,469.5140561499221,571.5953936592797
167,#2,78.70937430820636,124.7178149057545,147.4777914089283,33.675321807544734
167,#3,56.24748596572551,372.093590458313,376.3208999479344,211.47187772599807
167,#4,31.43679439570907,219.55733488392798,221.79651787891393,318.04421731387936
168,#1,149.76615993628155,154.61794104206638,215.25940247558938,468.16219239855525
168,#2,233.15023930667465,836.4865845916338,868.3713723347495,1105.764903878363
168,#3,34.05676351306316,247.12405221637164,249.45973688117425,256.17860795388833
168,#4,47.0412495965292,33.39693761329545,57.690853742593426,65.94156322726263
169,#1,65.1399882035765,133.21374257561,148.28728628632658,201.50654450610085
169,#2,35.19694482615703,250.4098553339809,252.87135182436302,293.1933975973262
169,#3,66.07085332599975,231.06904322606533,240.32948299498133,243.0817045965803
169,#4,17.729010782341593,250.6310611911813,251.25733154902773,408.1976389166595
170,#1,151.9431971529025,570.8306563444112,590.7066728788808,552.8034952320411
170,#2,437.40288246814816,1473.3547940059016,1536.911067892875,1923.5586084967977
170,#3,38.389753484792564,861.3670491527027,862.222109748212,495.64109549284296
170,#4,97.53006191076152,200.83820507734163,223.26687527487212,285.13682869761504
171,#1,224.09430117053628,530.3195889214385,575.723129821023,1003.1008237514367
171,#2,259.4540261454098,1074.999373133147,1105.8661962098859,1316.996421353105
171,#3,38.83896133170952,192.60344841110964,196.48041443659721,31.73541095077681
171,#4,133.4909293597911,300.46302567032217,328.7823870226406,419.9405804484133
172,#1,82.04077654880025,212.77590009357118,228.0444532922464,82.73696627632177
172,#2,153.19016314616803,851.088947249249,864.7656458339361,710.0297733346572
172,#3,144.08346278698917,0.376079123285308,144.08395359718816,58.88133891618352
172,#4,140.84108101265312,395.7378997953547,420.0532054814615,663.27618054531
173,#1,117.53316958401466,898.4605238752793,906.1155328735437,820.831779647742
173,#2,200.90872777328565,992.5552719788902,1012.6846917123656,939.4792300526085
173,#3,116.45605707253429,226.91733042063424,255.0558528520933,227.11722240195442
173,#4,77.01723209113024,219.9374600344745,233.03248778956785,203.8729669720638
174,#1,148.80331362704888,44.470452487947114,155.3063015169463,486.932558679678
174,#2,173.122551400088,171.30618285115452,243.55128019846111,252.55437544400473
174,#3,74.16862752711764,336.11817546662314,344.2040284312024,332.2659488093347
174,#4,242.9338248699092,451.11272116747386,512.3665977257366,856.389997561223
175,#1,89.44865279252645,87.9918889681885,125.47363870784955,91.04240721313239
175,#2,379.33193766197417,1566.5445569212516,1611.817163250841,1796.5530174254861
175,#3,81.55921075527516,820.6492501359826,824.6921223146089,764.1570412263405
175,#4,96.63224757884228,444.9093711386595,455.2824835188985,528.5531548870441
176,#1,233.4275146927059,820.0363663942626,852.6124833854585,1029.2044658177842
176,#2,214.2031134443784,524.6516103204322,566.6941732725755,637.4934626795472
176,#3,34.189769132044084,866.0249641412684,866.6995897248294,815.9967782229156
176,#4,196.45245360466689,73.05905562564476,209.59769115189425,348.5836626576315
177,#1,243.13017302166267,816.3844022772901,851.8190965898756,891.9617508804638
177,#2,524.2905066082002,1678.2050920659767,1758.1959123930576,2189.4706305470527
177,#3,63.35988972211397,490.9409259971144,495.0125942281697,415.238247735493
177,#4,16.652385081812074,260.94077902542085,261.4715894457876,112.80078231937374
178,#1,159.53480010288942,530.104367675438,553.5900948106323,218.27875040966305
178,#2,317.0210298400082,340.69429747228423,465.3761249687748,503.0801078230187
178,#3,54.67846917873993,239.88993263550947,246.04250602609233,120.66978902879022
178,#4,72.33266351663525,224.87195109794266,236.21898442336573,40.840369370735985
179,#1,38.89610176985264,550.8121456950867,552.183779712983,232.51782615266947
179,#2,295.6035392678589,1035.481665200854,1076.8489826316493,1121.344535303704
179,#3,120.50316758552586,172.70762517787443,210.59187352014914,173.2721802517645
179,#4,153.22512660641138,219.27261599692065,267.5040552023162,440.9239184544003
180,#1,46.10005687963512,738.578598143009,740.0159193417381,572.2394846356256
180,#2,144.7526316065825,545.874916071034,564.7413110022937,697.1285686423769
180,#3,184.23237597346503,228.8631889633616,293.8025316761371,101.47755944017156
180,#4,107.61184279115963,51.17544913322672,119.16054423716237,57.73139907559788
181,#1,175.41007948500723,1147.1440662035402,1160.477576091382,1062.2903855502948
181,#2,357.19598531139,1003.0160528368015,1064.7207024242987,1499.758092535723
181,#3,89.52304994832045,135.9583737299199,162.78530603016372,68.71408608713203
181,#4,141.9014221644317,56.42898299202716,152.709671382669,335.6901842506836
182,#1,164.92910364201225,228.37958199818604,281.7070157128214,347.32565860993424
182,#2,7.577598491412761,216.45844360344017,216.5910381482132,15.282316255570194
182,#3,22.37695333626074,346.5324867058498,347.25421866861916,129.16971714029478
182,#4,39.62761010173796,538.4738869763878,539.930064395228,650.3019280159918
183,#1,191.18676496438076,408.8455280078306,451.3391683308099,598.0830832542736
183,#2,242.45262860704426,573.61212157726,622.7472546216728,891.5934343054062
183,#3,160.79422439376944,69.12332745828826,175.02233285298087,11.639499105205786
183,#4,104.74623783524136,290.308333780109,308.6271261616842,247.55015705734706
184,#1,286.9139345905055,769.9160691022898,821.6388253509731,968.0879715306272
184,#2,370.8396853706481,984.3007074567904,1051.8412213569782,1334.2616245932638
184,#3,45.416130278336574,786.8683936895359,788.1779582537241,547.7269634909732
184,#4,33.59523360747202,111.41703604155555,116.37179916726348,215.14587612436918
185,#1,200.85734719012774,295.00535787249464,356.89190953807594,576.2383583406195
185,#2,86.8878121118393,505.7750412442001,513.1840646777281,569.68157165932
185,#3,88.34178943574962,312.70175773983283,324.9410116533329,342.3518187416814
185,#4,61.13246489016924,470.56430924055894,474.5186480999373,389.44524654766076
186,#1,47.73355823416845,56.04685508307011,73.61890074157188,44.31706491008214
186,#2,301.5109720810428,1252.2915601923432,1288.0772562289224,1450.3667819990742
186,#3,9.248993160338603,354.79398402169136,354.9145178384003,173.43238068831647
186,#4,51.72048068810913,206.8879621529686,213.2548639689544,70.97779653446068
187,#1,242.65898751107574,1015.9692669389096,1044.5462821647902,1499.6050246338602
187,#2,304.3254193884113,1356.2242050001387,1389.9489397507343,1443.4128493485687
187,#3,113.65094655084211,183.46517328792652,215.8147526502099,38.54178667226371
187,#4,134.8079371516382,64.40742455150757,149.40380268399522,252.11057680131432
188,#1,42.28337663958167,371.0875975469098,373.4888070520749,127.28368846133087
188,#2,287.5376198418444,957.6490523318225,999.8847884913296,1216.7626201243208
188,#3,42.197388963927786,302.8045931336055,305.7306678404726,358.33342846247615
188,#4,35.297537566716414,316.13483572867335,318.09927777263033,389.7328765545893
189,#1,301.4246692099636,1170.3653763940329,1208.55779566816,1414.9671670183288
189,#2,164.8253467270895,622.1189591475759,643.5832457845437,675.2303569244891
189,#3,74.82487471374401,390.8377656243247,397.93582512025984,374.8022735356784
189,#4,34.93733617296867,228.4319553295063,231.08824218147618,461.20950308212906
190,#1,84.06803703530696,127.35030944746904,152.59599001066792,166.25035128910247
190,#2,356.71942903579753,937.0997748396258,1002.6987279617456,1334.2248669532016
190,#3,84.94008303900081,390.1314809537362,399.2710735049908,320.85978439310736
190,#4,147.27105798398284,293.6037458212759,328.46906106969345,339.5531896766588
191,#1,140.69360717958148,123.53261037316406,187.2297971125599,343.37737000896595
191,#2,118.46924962888686,135.64262703253735,180.09410144677017,43.184077365562956
191,#3,108.59790717595088,475.68783307273225,487.9266543000372,424.25541957400094
191,#4,34.438064470426134,282.24211059123263,284.3353465108811,244.0974169636192
192,#1,200.8622758277747,363.42203834915017,415.2363565592062,413.4665704266105
192,#2,212.5061217899012,961.6692863942135,984.8688583725958,1036.2490157604007
192,#3,120.52454237406081,242.77017474094828,271.04155227239113,240.4932155165671
192,#4,77.66270362403934,273.1126464717381,283.9401577744719,260.82196008991684
193,#1,246.70071892106233,664.044765821076,708.3902143102605,900.415478154681
193,#2,268.929790541692,610.9493957910145,667.5195850746284,777.1671845594899
193,#3,48.90837549920126,338.708632528369,342.22151735857955,197.2667730713482
193,#4,97.02792580279255,393.97109931731757,405.7433246313338,427.60203553283736
194,#1,296.79619929518856,1026.39603275419,1068.445974286772,1451.284570811815
194,#2,416.22943538862324,1207.9451197118724,1277.6456297110171,1503.5608481316629
194,#3,116.33675246867648,86.01782376555275,144.6834682343487,81.53937583234949
194,#4,47.66839188812647,266.03609813514413,270.2729751495181,602.3542685425465
195,#1,145.697656032981,956.5837988964377,967.6158180211014,821.1564031809236
195,#2,47.29252901680784,108.64940212729016,118.49588973218951,153.9362523304817
195,#3,26.392502316552367,476.9957844307901,477.7253840265074,197.79210488137267
195,#4,103.22944461186049,581.1382790483185,590.2355611195537,725.3142374517481
196,#1,87.07805965460446,991.6631958791531,995.4790216445882,747.5347186500408
196,#2,306.3124766229376,1122.392284505002,1163.4396304283412,1156.1032067795659
196,#3,79.01194870856129,30.542022427085612,84.7095223257747,2.668005191916123
196,#4,36.42306000508239,31.026394633250675,47.84638402295453,70.84358322720163
197,#1,219.1673525386017,574.9526354919562,615.3087529670986,895.1835160956367
197,#2,240.98311381015617,876.615303183542,909.1354414591987,1145.9830589245357
197,#3,86.3846650746213,255.25707822550794,269.47817415196647,307.77696943495414
197,#4,37.758406651791105,197.88925710357216,201.4593143785755,181.20298908526598
198,#1,32.66619826864644,226.63292640459804,228.97502885694428,439.50339671484426
198,#2,127.69146908851641,734.7917747140345,745.80430641381,592.0464611331333
198,#3,36.255303313511,956.4903932647067,957.1772664590545,879.8268661220874
198,#4,209.43653459720406,170.08828649264797,269.80305266266157,451.86429596241953
199,#1,151.86470089097557,670.7905422403946,687.7665584599677,767.3859146198581
199,#2,224.62759764899062,946.3501458377013,972.6438999719247,1066.869854522162
199,#3,137.53722662642875,425.12024322278376,446.81507349896833,532.8340998331082
199,#4,110.89392805813713,404.9303167166581,419.84047527175886,775.6216380350019
200,#1,12.329689774774263,226.9792122991239,227.3138448618406,318.2155577583945
200,#2,227.76788573685073,1234.7138216399471,1255.5462680131538,1468.9767774586908
200,#3,66.79581822856557,206.76680035690515,217.28826719971755,394.1611180583866
200,#4,36.72204669376379,178.73963951233236,182.47292250188107,278.54504775487675
201,#1,278.88530530996724,535.087410075741,603.403306205226,614.6721659652723
201,#2,116.04964693013476,635.6509504380774,646.1576056547195,651.819145290693
201,#3,61.09076664387955,452.7591973184735,456.8620935529729,413.4990719500387
201,#4,110.41098515454996,206.6337559725198,234.28208371556948,203.67351072136762
202,#1,393.86125122495855,1569.3054526063297,1617.975985234777,1916.5610762337267
202,#2,106.03736717541194,89.98213260609919,139.07087195324098,210.82972261721622
202,#3,42.41251010637704,849.0731876321352,850.1318127027822,681.4867771081747
202,#4,171.67407123570052,248.8641765067241,302.33320208506757,378.90502950009443
203,#1,334.2658848836806,1171.7875681564437,1218.5318160323359,1329.1527706916604
203,#2,173.32059581591994,582.3899004341565,607.6331336108098,778.6968549299634
203,#3,35.66278853294024,726.4184227328096,727.2933104130466,674.5606556619385
203,#4,78.41687041794054,113.50565891623046,137.95919749024247,64.49652041287379
204,#1,202.78301500533124,828.2354009053415,852.6985578077896,905.068223200093
204,#2,79.34882010531783,102.21252331900905,129.39719925618581,29.626310800788147
204,#3,88.31825868355196,254.33653825700094,269.23445082204785,76.40652751543797
204,#4,123.04583293058697,460.7350974110923,476.88269730405466,730.1585242815776
205,#1,29.816977796808775,264.09674141131654,265.7746056134995,92.97870512233253
205,#2,122.83270927051582,554.3386177877055,567.784446456152,667.68469966771
205,#3,106.51787838408718,303.9954176804258,322.11686138130636,153.2193222840128
205,#4,104.69907224584274,157.79367784313217,189.36932300772048,23.849396665960754
206,#1,234.37299860489603,311.05503346492515,389.46878734876344,665.9308540791287
206,#2,68.26753623851273,270.37397364382014,278.8593590468604,504.7140527768974
206,#3,59.362463492274095,289.6920734856467,295.7116830838526,170.49767323162257
206,#4,98.69655404353446,232.6801568891642,252.74703794512487,365.1151004017556
207,#1,184.8952145839872,575.9711672841531,604.9206773773968,525.3354838881244
207,#2,94.87126301510757,452.45520824734194,462.2945727739266,514.5481303326793
207,#3,101.99485624763115,973.3344291342491,978.663814411808,698.8891724133861
207,#4,70.97865052434726,82.71993398315317,108.99796469858802,40.528217344059314
208,#1,104.9936713777738,371.45948090479214,386.0127160903402,65.86086795785207
208,#2,299.8936992151058,813.1299266895294,866.6697805433392,992.6196615889164
208,#3,34.0360586530713,155.9882568956782,159.6583526721587,111.36040410152326
208,#4,9.256477505361584,143.63773316685,143.93568273752854,126.91517800620744
209,#1,182.91578939778583,1135.8164431820696,1150.4508588435158,1265.8603319095132
209,#2,249.3566940976222,681.8228839740732,725.9898112246601,910.3977383702695
209,#3,102.05435302540621,8.309290549133948,102.39206649376779,78.6818414283097
209,#4,130.4919853679879,195.27263881490217,234.8607283370602,233.28682299128545
210,#1,105.41479928939692,863.6442433456741,870.0538253311377,824.4233500351754
210,#2,134.90862761753053,771.3338167214606,783.0429072686511,844.3104543744955
210,#3,48.48634125067595,1009.8828494330373,1011.046138841778,689.0689546217317
210,#4,53.18628294329515,31.842027240960306,61.9894780760276,85.29447076746877
211,#1,137.98235920260902,187.57192247700186,232.8569465419407,350.99065343370125
211,#2,237.30195399093924,821.1434088606948,854.7448246601322,943.0835407239524
211,#3,84.95111711230759,375.1345839418864,384.63313477634915,328.34592473244936
211,#4,124.35827405812601,405.32955776435483,423.97762998083215,613.2268830883855
212,#1,211.8628501519566,312.3394010645443,377.41458468356603,564.6833435988369
212,#2,77.53471528157166,358.77158866167883,367.05406264557166,640.5001100273537
212,#3,92.42964612075214,235.59206103158795,253.0748085114734,174.13555668034064
212,#4,80.43969354795179,87.0099225495087,118.49586878942193,31.718774580479447
213,#1,241.00505369421774,366.3718929864608,438.53369297767244,667.0940937885881
213,#2,278.72261901373304,840.2316371514007,885.2544845523222,1156.2444209068037
213,#3,90.27287252379179,548.2193707227725,555.6020787842406,345.5080302801239
213,#4,102.60947354392127,364.1972930714983,378.3759669185762,341.4798213186305
214,#1,53.87533223921004,5.547491187604464,54.16018909089788,19.298516255057407
214,#2,156.26784668217752,502.1665376234596,525.9190730667771,519.7493278694925
214,#3,60.12413037158847,33.86256830803177,69.00423599574076,81.7166827315674
214,#4,152.9066658443746,331.0469904446891,364.6540255394547,486.00983761079954
215,#1,53.890045985725074,204.93203540659306,211.8992123445311,288.12583401957784
215,#2,345.76260044752814,1461.2819172454783,1501.6313187786336,1614.6737638828074
215,#3,82.66875668785903,1195.686269534901,1198.540687038452,1003.4338614210085
215,#4,70.56388327114861,20.254691561234722,73.4133104589695,50.11109289442395
216,#1,49.45618304928405,470.6111320143191,473.2026538573121,160.47045539755445
216,#2,74.0427569263629,22.97625854490616,77.52572676201646,105.70987195093373
216,#3,36.443666922186395,612.6639850012089,613.7469343111187,470.2875767312289
216,#4,60.630577184556785,357.9783783874882,363.0765570546633,406.656857321968
217,#1,248.5968879725606,895.1452878172404,929.0239496434158,1054.288191555223
217,#2,237.9507611436977,555.5710539247502,604.3837859240789,740.1693651484713
217,#3,64.9873357881147,613.6017362576804,617.0335846218397,566.8018920526805
217,#4,87.08347474491201,295.2408072435155,307.81596098228954,242.1148231617991
218,#1,405.6610204403808,1104.7302775134158,1176.8559170771925,1677.7657028759468
218,#2,116.6922431318057,372.58761694002897,390.433876481258,350.4067781792877
218,#3,30.11569811804632,58.657868150849026,65.9370970633352,7.690392490232512
218,#4,85.70076820051258,69.65644905147019,110.43841073022578,145.428134315269
219,#1,214.31660591394422,517.4153178753131,560.0448363680217,708.4659719190718
219,#2,150.96048175851257,772.8634744901265,787.4687404930513,696.9109119248973
219,#3,86.29886841215361,493.859413553233,501.3428119005612,254.53245247420497
219,#4,87.11136883331761,270.7617604956049,284.42981827982385,322.1727147925577
220,#1,110.58843272642052,726.1421728757086,734.5149805698599,870.2519016642096
220,#2,351.2626288521771,1098.9948021289583,1153.765578241356,1377.47815297487
220,#3,66.88832707903306,991.5260853641357,993.7796668562701,668.9209286070277
220,#4,121.28849720503023,192.73914736120423,227.7263236426097,294.2661650609253
221,#1,124.85014228502199,63.83172361564539,140.22142121778106,122.27348901149959
221,#2,277.0609330052911,396.96280580273924,484.0890721639414,716.4153482102939
221,#3,113.30086161326972,428.4936064696776,443.2198732318986,366.65574120458365
221,#4,74.25546612085213,56.37583918038945,93.23148337400919,14.309172444185947
222,#1,280.84717191770204,468.7529916202984,546.4471622464068,836.9592314414102
222,#2,196.88902056995065,876.7852366655552,898.6198515811167,883.2948618961823
222,#3,21.532556569083376,186.29520356306602,187.53547361234084,348.13506451526166
222,#4,123.5314498189838,234.26792638084225,264.8423690144004,437.7995551636502
223,#1,122.11225677985648,599.7011996859455,612.0072974733488,578.6759439288716
223,#2,246.8215026176234,918.714219837384,951.2921064982273,1226.2953792671335
223,#3,124.36568312488086,353.03246112380293,374.2976646283646,372.2398328938166
223,#4,51.41617105983141,250.30380569888257,255.53007219072632,221.3109004558902
224,#1,37.90920058043525,460.7818137344966,462.33860682091,262.6167103848243
224,#2,252.66500973973464,1206.3914539466405,1232.5664068529002,1263.5644252559946
224,#3,102.08789067902572,278.5846282741368,296.7007457589746,75.68150719008138
224,#4,66.0037476762756,477.287319744004,481.82951372423065,618.0288487576764
225,#1,341.7866239578304,1044.8248543108493,1099.3075422747625,1447.0784603155985
225,#2,232.7429598503557,731.3648718525783,767.504958381275,937.4456395887769
225,#3,54.17821929990415,312.24470712728726,316.9101395908845,436.48161599200466
225,#4,173.15052962329486,88.36486987139324,194.3951031693334,148.91451610058581
226,#1,36.323605444734845,993.2370767912635,993.9010489104834,813.571576012805
226,#2,169.0131723514764,381.5032973238376,417.2651654491066,596.744348869656
226,#3,33.899320033004635,698.1652553380954,698.9877593062757,570.3830004369568
226,#4,128.92143524579961,379.86849911795434,401.1493650599041,599.7137854844059
227,#1,55.64076513793774,489.11037130811746,492.2650201530672,460.294814008968
227,#2,384.84251070144967,1489.1136304756492,1538.0387389501486,1707.8773112858078
227,#3,139.56761044630875,309.51360046680384,339.52582635142335,291.1024964068538
227,#4,270.12784143854594,298.2210131735301,402.3739845199923,631.7025106521186
228,#1,55.754756514714245,656.8186818859103,659.1808353922008,553.4135452790192
228,#2,142.24493618436398,661.5053326395537,676.6261353071284,746.1190649994105
228,#3,8.449510159939218,988.5363601647623,988.5724705805536,783.57743293334
228,#4,96.05411257039167,357.70477983080855,370.3769729012492,510.5529856563926
229,#1,11.259706249264456,18.803810833804164,21.917214391733634,211.36826866014147
229,#2,113.05375073101669,442.3308276101725,456.5497909414164,613.8587885525819
229,#3,71.26231968362903,695.2855553678037,698.9279803454766,518.4569183893739
229,#4,128.2874766392945,68.92268124109978,145.62971074591812,38.46047546183229
230,#1,37.4642690652874,427.73524313256166,429.3728096587718,443.9952059150762
230,#2,139.88679949642744,763.1128830596172,775.8283244152115,984.2450738605085
230,#3,87.05751709078847,75.98479603051965,115.55388574086376,8.628365611500044
230,#4,189.82124967547205,127.06325190241841,228.42324052594853,191.12028931651713
231,#1,171.25597256013793,432.026439596033,464.7315920480805,674.14790012843
231,#2,96.11936007053262,384.6363607948806,396.4644516547458,139.2634993144135
231,#3,26.880969891629036,644.8519801203456,645.4120101202373,547.1194983463406
231,#4,115.84766895293396,196.47399138181572,228.08487826098946,229.35561548398908
232,#1,179.0785947520433,298.9022922016138,348.4418507896913,528.2418204757313
232,#2,159.4613166562696,735.7148465409773,752.7976135260824,882.5480013687699
232,#3,89.1741931024277,534.3744439194816,541.7638627942291,361.3376619001514
232,#4,100.33196193684306,177.0949274236009,203.54143535228053,40.45897686038735
